dx,dy,distance,dvx,dvy,speed1,speed2,heading_diff,label
-2.4543,19.3417,19.4968,14.3426,-20.3965,7.7,17.305,189.3257,0
57.1963,-7.1511,57.6416,0.4568,27.9753,3.9446,26.2975,248.5974,0
-83.8645,5.4274,84.04,31.7166,17.2185,25.4632,11.8995,147.7389,0
-74.7768,82.6668,111.4691,-37.1197,-21.1245,26.2042,17.2462,158.3396,0
-72.2305,29.3476,77.9649,-0.1755,26.4742,25.9637,16.3976,286.5172,0
37.636,79.3102,87.7871,40.5132,-6.3049,27.921,15.1005,143.0033,0
-59.3406,87.7117,105.8993,5.0861,7.0757,10.9767,5.6208,51.8953,0
69.3386,-23.8265,73.3181,-21.7259,-16.2641,27.2385,1.1779,276.074,0
59.5709,31.7499,67.5037,10.0867,-6.4836,10.5186,21.427,19.0883,0
55.8867,-46.6071,72.7705,10.4106,-14.5114,18.3038,0.9582,61.0397,0
22.7938,-6.9947,23.8428,20.319,-10.8638,22.7349,2.9673,92.2105,0
79.1943,-37.8943,87.7936,-7.2857,-12.31,0.0054,14.3049,85.4767,0
20.4918,-66.7663,69.8402,-2.6901,44.1639,17.7063,26.692,189.701,0
-46.372,-10.8463,47.6236,-27.8626,3.4391,26.5568,2.7904,239.5542,0
-22.2946,-8.8594,23.9904,11.7567,18.0838,26.352,13.3929,54.6338,0
12.0946,-44.2434,45.8667,19.7576,2.2891,18.661,3.4229,106.206,0
35.7668,-51.9515,63.0732,18.3212,-2.7312,15.0231,20.0925,61.6926,0
-41.3468,-41.8755,58.8483,-6.8131,19.2391,3.8028,18.273,240.6126,0
-9.8971,12.9713,16.3158,19.9456,19.5393,1.4844,27.929,271.8113,0
66.6656,-1.1423,66.6754,10.7674,5.9633,10.035,3.3287,126.4746,0
22.9649,-70.3386,73.9927,-28.2222,1.5581,13.7711,14.662,167.532,0
-54.8921,11.1876,56.0205,19.1565,-11.884,5.0324,19.7486,117.8554,0
8.3321,13.5989,15.9484,12.1046,2.6873,10.1655,2.6584,143.3095,0
85.4792,36.3567,92.8897,-16.6892,0.9263,8.5106,14.4682,89.448,0
73.367,-15.5694,75.0008,5.1812,-2.2163,14.2153,19.8258,1.8049,0
8.413,-4.8233,9.6976,-4.2629,4.3388,2.7961,5.9505,79.2105,1
-64.9006,5.6916,65.1497,7.8697,-3.8776,8.2409,0.5604,198.8805,0
12.3345,-79.8457,80.7928,-11.3774,0.837,17.5652,28.3954,9.208,0
-10.5469,-46.4451,47.6276,-1.783,-1.37,1.1124,3.332,10.7218,0
4.0638,-41.3949,41.5939,7.3614,-16.7743,1.8419,16.5084,191.2477,0
-64.1474,19.2548,66.9749,16.812,-6.1613,17.4256,10.2754,75.6703,0
64.9121,36.7558,74.596,25.6294,-31.465,23.7894,16.7946,178.8684,0
-9.0254,18.3614,20.4597,27.7832,29.531,15.436,26.8551,145.6544,0
-74.224,-17.2683,76.2062,5.5806,-1.7722,3.637,2.2182,180.4705,0
67.3757,-9.6298,68.0604,-31.185,-22.8401,21.2986,17.7551,163.5355,0
45.185,44.1244,63.1558,17.8071,-6.8495,22.3487,14.3853,57.8254,0
17.4001,-13.8559,22.243,9.6078,-11.7031,9.7824,21.0742,318.8666,0
-46.3013,17.7782,49.5971,-1.3351,-9.6556,23.0306,13.5925,7.8969,0
22.6269,-28.9844,36.7705,-2.5492,4.2583,6.1328,7.1769,42.8971,0
57.548,31.3462,65.5313,13.3495,22.6514,22.8832,7.3872,250.4594,0
-86.6487,-11.5916,87.4207,-11.7164,-11.4178,28.2184,25.491,35.0019,0
6.1039,4.7878,7.7576,22.1819,-34.2994,15.0163,25.8456,176.808,0
12.1,28.4621,30.9274,-26.3302,2.8494,1.9956,28.4638,6.9475,0
12.5893,-11.9566,17.3623,-7.5199,35.648,16.7596,29.1511,258.389,0
63.243,-6.1982,63.546,23.4547,5.3708,21.9847,2.82,135.0081,0
-9.472,82.5403,83.082,-2.9909,-17.0371,8.9474,16.9645,283.0683,0
-64.4168,4.5802,64.5794,-17.1668,-8.353,18.8574,0.4561,120.2359,0
-0.134,36.1805,36.1807,-15.5992,-3.7203,13.0744,4.4495,124.8215,0
-66.8012,4.9874,66.9871,-1.1661,-18.4577,10.1211,15.0561,92.4307,0
-6.2334,-53.143,53.5073,-8.2815,-31.5881,13.4537,19.253,173.4963,0
-31.6463,-5.492,32.1193,-4.8264,9.799,5.932,5.6909,140.0258,0
-30.8744,48.7125,57.6726,-35.8358,32.1356,23.8254,25.0886,159.5036,0
-75.6449,34.3403,83.0747,-13.5936,3.4164,5.9688,13.5442,81.9601,0
-73.6727,11.2349,74.5244,-3.8126,23.9014,25.4353,4.9918,70.1897,0
-56.7703,-30.0235,64.2206,18.3297,13.738,2.4448,23.6876,291.4574,0
90.0687,-3.1921,90.1253,-16.1965,-5.3169,28.1906,15.0029,30.4514,0
61.4781,-67.8611,91.5679,-7.3443,4.3824,22.1377,14.5477,12.6097,0
-23.2085,30.1794,38.0714,41.3413,-0.1654,23.2798,18.0769,176.8846,0
-27.4641,56.839,63.1265,-11.937,31.4604,21.011,16.1965,230.9848,0
-49.6322,-62.4835,79.7969,-27.5429,3.1722,2.479,29.7733,32.9137,0
43.7422,46.7268,64.006,-9.4355,0.6238,3.1484,8.9889,88.6888,0
34.5174,-17.915,38.8896,-21.484,-4.4215,14.6631,17.2726,86.3511,0
13.6136,9.7444,16.7417,24.7242,-23.0749,10.2361,25.6311,136.7196,0
-18.6863,-54.4161,57.5351,-0.1111,-13.9172,9.7153,16.732,303.7546,0
39.9818,-17.5315,43.6566,23.3602,-37.0101,23.7068,20.4722,164.2721,0
13.6769,51.5982,53.3801,-17.8846,-14.2938,8.5395,25.2593,64.3434,0
23.8013,-25.4074,34.8143,8.0658,16.9654,0.6096,18.2155,158.802,0
21.6857,-44.3708,49.3866,-7.5758,-35.0141,28.0789,24.3584,274.1239,0
-7.4388,30.6549,31.5445,-9.1671,17.0958,19.3407,22.6115,54.409,0
-56.9869,40.9826,70.1932,14.5873,12.8056,22.7553,10.7639,58.3712,0
-5.6822,2.4534,6.1892,10.44,3.4362,13.9544,19.7178,32.7706,1
96.7199,-18.1593,98.4098,6.7511,0.4938,6.3788,0.3933,172.7714,0
-16.7368,7.1968,18.2185,-22.2045,24.345,24.2805,25.6065,82.6298,0
-2.9835,12.7176,13.0628,27.6295,-4.6895,16.7499,11.3818,190.1856,0
47.7657,-6.7339,48.238,11.5946,5.0367,10.3714,6.4941,94.2846,0
-55.0376,-13.1968,56.5976,19.9091,8.3224,24.2993,7.662,60.4703,0
-18.9213,30.6074,35.9838,-10.8931,8.7899,9.8511,7.6434,105.5835,0
-21.3447,-14.7809,25.9629,-2.874,-15.7587,19.1629,17.806,308.8067,0
52.3413,4.9135,52.5715,23.9184,15.2257,0.1301,28.4711,24.9938,0
74.7005,32.3698,81.4123,-3.9511,-1.5449,19.5401,22.2506,8.9766,0
-59.1273,0.7757,59.1324,6.703,29.7037,1.4581,29.0111,189.3857,0
51.2317,-56.6949,76.4133,3.2372,4.2283,6.1995,1.2128,39.8396,0
24.968,66.5058,71.0382,20.775,1.3942,27.7139,26.3861,45.1892,0
-23.1651,-6.3473,24.019,-55.0443,-3.1555,28.8879,27.8987,152.2877,0
-4.4934,-37.1173,37.3883,-4.4733,5.0771,24.2751,28.4135,11.6998,0
-25.2054,-23.837,34.6917,-18.2501,-11.3217,25.2255,7.022,309.2998,0
-70.0201,20.0526,72.8349,14.7426,-3.6769,9.158,6.3447,156.7083,0
-3.9046,-16.0774,16.5448,1.9722,-8.9387,0.89,8.2695,173.1168,0
49.0025,-4.429,49.2023,8.1354,12.4033,14.8655,1.052,86.2174,0
-28.3894,3.0222,28.5498,16.6622,10.8876,1.6057,18.3116,172.3044,0
-1.7394,1.6538,2.4001,22.4027,-19.6842,24.7397,10.6083,108.2942,0
-44.8974,-20.8039,49.4831,33.7363,-2.6869,23.8222,10.3265,163.2899,0
-62.1884,23.7877,66.5827,-21.7965,16.5289,15.8009,12.0277,201.3733,0
-9.5045,-50.6371,51.5214,12.4904,2.7364,2.1072,12.5759,90.9777,0
30.6312,76.0973,82.0309,-16.8895,13.8037,19.7331,11.9524,83.1263,0
50.9591,47.952,69.973,4.3962,24.9969,13.1777,13.1486,210.8097,0
-33.7624,46.3285,57.3256,2.3144,-15.73,11.4241,21.5854,45.8301,0
14.317,-28.6207,32.0019,-41.6495,-11.2741,29.6298,29.4298,93.8713,0
-18.8727,14.554,23.8326,8.8726,24.1222,4.0385,24.1043,251.0329,0
48.0721,-8.0288,48.738,-52.0486,18.1392,28.2273,28.11,203.876,0
-9.8091,-7.5928,12.4044,-8.1805,-27.7088,17.3786,24.1931,86.4119,0
-33.1552,36.5626,49.3567,0.9823,9.0664,7.4893,3.1011,112.0762,0
2.6271,2.3585,3.5305,8.3496,10.3094,3.1911,10.2893,204.1001,0
37.4722,-56.9641,68.1841,10.0157,22.9825,10.6936,15.1525,208.5884,0
-12.9836,11.7632,17.5199,-2.1151,19.0967,9.2712,9.9446,181.7874,0
14.0462,-21.1708,25.4067,20.2062,7.7486,29.8397,8.8732,18.9617,0
-42.519,-26.1573,49.9206,15.8065,-2.2399,15.19,12.5164,69.6018,0
17.932,33.0015,37.5587,-14.9177,-7.7317,18.1626,2.3342,51.3027,0
-46.8883,36.3631,59.3362,6.7099,6.9928,5.7573,7.7845,269.8871,0
69.4722,-25.5455,74.02,33.3377,12.1748,6.3929,29.2475,166.3221,0
-20.4508,15.889,25.8978,-10.1127,-2.8806,15.6747,21.2917,28.1611,0
-88.8619,77.1527,117.6817,-26.6692,2.2668,0.2225,26.6474,121.8038,0
5.8323,67.8682,68.1184,12.7606,-4.0148,1.5402,14.9172,1.0779,0
-84.3399,-24.3775,87.7923,-2.5628,13.7551,21.8081,8.515,18.4382,0
-2.2076,-26.982,27.0721,-12.4145,30.5169,10.0566,22.968,171.3749,0
-30.0303,60.5685,67.6045,0.1141,-4.3774,16.542,12.3747,5.3876,0
38.8999,39.6027,55.512,-12.7912,-10.8268,6.5204,22.6562,21.453,0
41.9592,-4.3459,42.1837,19.063,0.407,9.8916,28.9558,358.8306,0
-22.6594,-25.9844,34.4766,20.4204,-19.9318,15.2145,13.6973,161.462,0
59.357,38.1525,70.5611,-3.854,29.685,18.0826,15.6011,234.7446,0
3.0003,73.1631,73.2246,10.0859,21.4159,1.8903,25.4526,18.8909,0
-16.2548,17.0112,23.5287,-23.2362,-13.4453,7.451,19.5046,168.4299,0
-7.3407,-54.8485,55.3375,-19.2044,35.5265,21.0385,23.4032,229.4178,0
-73.3069,24.956,77.4384,-26.4268,-2.3251,22.9768,6.4311,117.0704,0
71.7954,36.1815,80.397,-2.3763,-0.954,11.1883,9.7515,11.6463,0
18.8247,30.6146,35.9392,8.8115,-22.0844,16.9401,22.1566,286.4457,0
-2.6121,44.1382,44.2154,-10.3043,0.571,28.2309,27.5237,21.2847,0
13.7094,26.8325,30.1318,-5.4455,5.7096,10.3188,10.4684,44.6056,0
63.0621,-60.3768,87.3051,21.6978,-24.6954,20.8248,25.5187,89.7726,0
-90.5448,47.7809,102.3786,-8.1672,0.3005,15.2545,8.8981,25.4731,0
56.4003,-44.8864,72.0818,-27.7236,1.7194,2.9745,25.5126,137.4551,0
-8.7245,-81.0561,81.5243,-11.1498,-10.1884,21.0519,6.1667,12.8994,0
-21.8658,62.7109,66.4136,11.2645,-16.4301,5.2702,24.7883,20.0789,0
35.9989,-43.4935,56.4589,6.0401,-22.6974,19.9129,3.6029,187.8156,0
-40.8471,4.6021,41.1055,13.4896,-29.5938,3.951,28.9438,206.6584,0
-91.0402,70.2503,114.9931,-9.3728,15.7603,22.9196,4.6281,7.1668,0
12.0835,-50.3943,51.8228,-8.454,27.1014,0.3971,28.5833,60.4152,1
-18.6848,15.3561,24.1854,-1.357,-18.7487,0.6762,19.25,47.2739,0
-13.9601,-22.1864,26.213,19.4041,20.3638,2.5117,25.8255,204.6224,0
69.5595,-7.2086,69.932,3.8035,-12.5411,17.0987,26.0744,26.1371,0
-4.2411,-14.7031,15.3025,-15.4986,14.8091,5.8276,24.3402,53.9649,0
37.0721,-47.0344,59.888,8.7667,2.7512,16.4157,18.427,29.872,0
8.066,-0.6409,8.0914,18.8712,-13.726,5.1392,24.239,73.8224,0
-79.9274,-55.7107,97.4273,6.6886,-12.0333,14.4929,23.6685,327.8271,0
57.3383,25.1551,62.6136,-1.9464,-3.7432,10.8654,14.5354,9.4999,0
-50.5784,21.0985,54.8025,-4.184,9.4716,7.5185,2.8856,167.5112,0
-46.2564,-47.7753,66.4991,6.272,8.76,2.6254,8.8452,131.7796,0
45.3046,6.2831,45.7382,-9.1244,9.3292,1.1717,14.1886,12.9623,0
12.7731,-62.8329,64.1181,-1.2271,-18.944,23.7751,13.3034,307.1314,0
82.0199,-35.5421,89.3896,17.7884,-0.543,4.7203,13.0967,186.2015,0
78.4983,-3.798,78.5901,36.656,-10.2603,18.8979,26.2593,113.9094,0
-17.659,28.7361,33.7284,7.4207,-2.4161,23.3185,16.1712,9.256,0
10.28,14.9782,18.1666,43.2515,-4.5423,23.5945,20.8241,156.4734,0
-10.9282,3.304,11.4167,28.0704,34.9948,21.7601,23.4785,194.8097,0
75.394,-68.1621,101.6382,-27.9179,-2.1477,4.498,23.7086,161.025,0
62.8111,22.1962,66.6177,-4.2714,9.957,1.7339,9.2526,153.7236,0
55.2315,-14.7847,57.1761,6.2959,-0.6166,7.2038,7.2944,51.7359,0
48.1054,35.648,59.8741,11.2911,11.5101,10.2271,5.9,177.5334,0
42.1124,34.4922,54.435,14.3518,28.0407,20.6094,11.3536,159.59,0
25.0661,-53.5689,59.1433,0.9014,-0.0707,3.0342,2.2156,8.4908,0
75.2309,-54.0091,92.6103,-4.6935,33.3531,10.1198,25.4992,137.7203,0
-43.2923,-20.2984,47.8147,0.6425,1.5294,2.8026,1.7605,33.78,0
-52.3393,-26.8021,58.8026,22.227,-14.3048,22.6733,8.1286,108.7552,0
36.6263,-44.163,57.3747,4.2181,3.0339,0.2184,5.071,236.1448,0
14.6947,27.2763,30.9828,-47.7624,0.2341,29.4886,23.1864,129.7337,0
-69.671,2.0374,69.7008,15.4253,19.6976,6.3531,21.1505,239.0454,0
-29.8547,-77.123,82.6998,-23.9989,12.8705,16.9815,10.3243,188.6791,0
-42.2734,-10.1518,43.4753,-0.8989,17.9253,12.2994,11.2388,260.729,0
-14.8504,61.4994,63.267,-4.824,-5.8035,2.6257,8.1354,67.8217,0
87.4853,-85.069,122.0263,-8.811,8.5829,27.6561,16.4983,13.9211,0
23.1094,28.2181,36.4733,21.1937,-11.1531,10.2462,13.8011,190.4717,0
-80.9977,3.8,81.0868,-5.6243,-3.571,18.3116,24.4344,7.1182,0
1.6424,-18.5279,18.6006,-10.0437,2.5451,11.7348,1.4264,14.6505,0
1.676,40.5627,40.5973,-5.6964,-0.1105,8.5075,10.9283,31.025,0
-51.4266,23.8437,56.6853,0.4855,-3.3771,4.3757,1.1872,30.8921,0
53.6536,-10.9056,54.7507,3.153,-1.9261,4.8915,7.7008,337.4501,0
51.1081,24.1518,56.5274,-20.3284,-5.216,26.6274,24.9456,47.888,0
-6.716,73.8168,74.1217,12.3642,44.892,19.7135,29.4295,141.9281,0
11.0182,26.2796,28.4959,-1.0353,-20.3722,2.8789,23.1753,14.3306,0
-17.6925,-56.5256,59.2297,34.5861,-2.9813,28.2927,6.5572,167.0557,0
11.7701,12.0869,16.8709,-11.9643,-12.9089,20.0409,8.3512,298.8663,1
19.082,-24.7764,31.2729,19.3658,2.3969,4.957,24.4455,5.1483,0
-26.2442,-8.678,27.6418,-1.2833,7.125,10.8714,9.5413,40.8977,0
11.6648,-0.2305,11.6671,-4.2525,27.8296,1.6268,29.7102,16.3229,0
55.0763,-22.9066,59.6499,-0.4328,2.2023,4.6316,6.4216,14.2612,0
4.1842,-25.7475,26.0853,-3.7505,34.5143,14.3791,27.7038,106.8577,1
-54.7822,16.6299,57.2507,16.3313,-18.9116,25.8059,27.2754,56.0815,0
-50.7467,-40.9453,65.2054,-3.5231,6.8024,7.5924,0.1973,250.4643,0
39.7942,-29.9163,49.7852,-10.9307,-18.5236,9.308,15.4597,241.5815,0
-14.2846,23.1588,27.2099,-10.4119,-18.0489,26.8749,13.6781,310.2658,0
-25.8622,3.9505,26.1622,-4.055,7.2803,5.9258,4.6736,256.9692,0
23.5006,22.6587,32.645,-13.3361,40.2155,28.9809,17.1208,131.8531,0
24.4169,16.6237,29.5387,0.8028,5.281,2.3958,2.9469,177.6419,0
-42.9137,-11.2044,44.3522,25.5407,-21.7217,12.8625,23.1665,224.915,0
-78.8279,29.9178,84.3144,8.55,-9.379,17.5078,29.744,8.4638,0
20.9362,11.4881,23.881,9.8117,-11.2187,11.9833,5.827,108.6128,0
-25.6871,36.1641,44.3584,7.7953,-15.0788,20.7932,7.2815,49.3553,0
-29.5913,2.3788,29.6867,18.3206,-31.1434,28.9006,10.7858,124.5966,0
50.3371,-57.8648,76.6952,-4.463,-9.0115,5.6984,13.9947,37.1067,0
-36.1949,-22.8723,42.816,4.2141,-3.5611,27.624,22.2322,2.7056,0
-0.4134,-30.7694,30.7722,22.8512,24.7526,17.8476,26.0763,98.4239,0
-11.2833,-8.102,13.8908,-38.028,-1.8608,23.4682,24.9079,103.7778,0
32.8824,5.1311,33.2803,-30.6495,16.8818,26.0556,12.1762,128.7583,0
-39.2136,-35.2042,52.6977,30.6219,-12.7099,15.2607,27.0332,99.4564,0
-34.0178,23.8291,41.5335,-1.1319,-13.4287,6.2642,7.2271,174.5993,0
53.0959,-22.139,57.5266,-11.9657,7.0798,22.0685,28.8167,27.8929,0
29.9958,27.5142,40.7035,27.3193,-0.4828,24.3533,5.0281,121.5697,0
27.3535,48.5517,55.7268,-4.4192,10.7779,7.0582,5.4839,223.8769,0
-82.8652,12.0752,83.7404,7.2589,1.338,1.211,6.2397,158.7119,0
42.9539,81.8869,92.469,20.1438,6.8342,2.8024,18.6588,157.2905,0
65.0609,74.0552,98.5753,2.1196,-17.1482,16.6823,1.3732,246.3648,0
16.6397,-53.6041,56.1273,12.7892,32.348,7.6331,28.1097,212.5941,0
-1.3042,-8.9086,9.0036,-15.2885,-0.024,24.0075,15.0199,38.01,0
-46.0402,-58.9042,74.7624,-21.1289,-0.5005,21.0126,0.1716,135.2384,0
-21.7241,-3.0574,21.9382,16.6317,-18.6725,25.4302,6.0445,79.1337,0
60.5076,3.1553,60.5898,-2.2202,-15.4559,27.778,12.2033,3.4708,0
-44.9963,32.5715,55.5479,37.041,-0.585,12.6419,25.3798,152.3514,0
27.0099,42.626,50.463,19.2006,-5.5949,0.5091,20.0815,280.0231,0
-52.3288,75.2964,91.6943,-31.7916,-5.0313,25.5187,13.0228,108.8937,0
10.4636,8.9698,13.782,2.1562,17.4409,9.904,10.234,121.5297,0
-37.8727,-28.4474,47.3666,4.9165,-0.294,3.5427,3.9569,81.9016,0
-18.4652,17.6346,25.5332,3.7304,15.6832,25.6152,22.8519,38.3219,0
10.8727,24.4316,26.7417,0.3042,-6.8857,6.8054,10.4987,40.2699,0
77.1633,2.3505,77.1991,-20.0694,23.4348,25.552,27.7386,70.6211,0
51.0883,65.7331,83.2517,-2.8882,-2.3184,14.3842,11.5783,10.7483,0
-17.7826,8.3863,19.6609,17.7149,-19.5925,1.5636,24.8763,190.8313,0
-56.4363,-24.3474,61.4643,-2.3635,2.2672,16.5533,13.8624,7.0655,0
35.0893,52.0763,62.7949,-1.4944,-6.7923,6.8909,9.6837,45.8912,0
-54.2579,-3.6649,54.3815,21.8044,-29.428,24.9797,15.6701,232.9307,0
-17.7186,-18.2837,25.4606,-10.0337,-3.0442,0.0716,10.5472,30.1673,0
-3.3473,69.3028,69.3836,2.281,-8.5248,10.0713,17.7691,18.5617,0
41.2521,13.4597,43.3924,17.6023,-3.9354,10.1687,23.2133,47.8303,0
75.8477,-34.9416,83.5092,14.3045,-8.0618,4.7846,16.3498,277.5649,0
10.4551,-6.3789,12.2474,2.8038,-6.0558,1.8078,7.7709,47.1148,0
-67.9446,-3.4591,68.0326,20.192,-8.0313,24.6649,5.217,50.5983,0
-13.0853,-0.6239,13.1002,-7.9266,-8.9712,18.3765,11.4874,39.3792,0
12.7704,-14.1062,19.0281,12.5808,-11.6511,23.1282,7.9967,34.5015,0
0.9703,60.007,60.0149,16.6163,5.2956,8.9973,12.6778,105.8922,0
-50.5312,-0.8722,50.5387,1.2426,2.1293,1.85,3.8237,32.2497,0
44.551,-47.1271,64.8518,9.8963,-22.9852,19.7946,11.1799,104.3155,0
-26.9096,-1.0447,26.9298,-35.9582,-3.6009,22.26,26.6511,94.8428,0
-22.8776,-73.9149,77.3744,-6.2874,-0.0736,4.2447,4.6464,89.8981,0
-12.2699,6.1122,13.708,22.48,-5.8121,22.7657,0.6174,136.7402,1
45.0441,-23.4093,50.7638,0.8584,0.4039,4.0652,3.236,7.2849,0
72.6213,-43.7374,84.775,-4.8606,4.1924,18.2319,15.3221,19.7103,0
-16.8875,12.4553,20.9838,-3.4826,11.2575,11.3886,0.8824,114.6491,0
-12.1386,1.2272,12.2005,-4.7688,-9.775,4.6507,6.944,138.5946,0
58.1783,-28.9168,64.9684,8.8519,-21.8669,21.5506,3.1238,127.6968,0
-56.7948,-30.1863,64.3185,-13.7767,-6.7282,11.7465,19.587,51.4826,0
-4.2491,52.368,52.5401,-18.8809,-17.1835,25.9102,0.7161,302.7874,0
4.1168,32.4018,32.6623,3.0844,2.647,2.8951,2.5685,95.9486,0
-7.5508,14.9837,16.7787,-18.5118,-15.5195,20.9205,5.6255,240.9679,0
-53.7676,-62.7175,82.6101,6.7508,-20.886,17.3001,4.6686,185.7934,0
31.6614,16.9257,35.9016,4.724,2.5784,5.875,0.4959,5.806,0
39.44,73.086,83.0486,8.2443,29.7336,28.6123,2.2546,186.021,0
53.9906,26.6581,60.2132,4.307,26.7482,1.4761,27.8339,58.5372,0
55.8728,-94.5301,109.8076,-6.0114,-6.2032,6.7355,15.0405,13.5538,0
-23.7237,64.5346,68.757,6.0596,-36.0785,11.3639,25.9302,155.6384,0
82.1351,-54.656,98.6583,-4.197,8.8754,4.2559,5.8843,209.3684,0
43.8657,-14.6658,46.2524,-24.1238,11.1166,22.4116,11.2204,98.8478,0
32.3767,52.8524,61.9809,6.076,5.4286,4.4434,6.1163,260.2195,0
-13.0539,34.0633,36.4789,9.0421,-7.4996,26.678,28.7054,24.1356,0
-26.5036,-55.1461,61.1845,3.4285,6.1177,15.5316,14.4617,26.7383,0
-23.9242,10.601,26.1677,-6.6715,18.4153,7.8509,26.7551,20.367,0
-27.3535,-19.2535,33.4501,-17.2014,6.6572,19.5582,27.3819,42.3094,0
-37.5295,-53.576,65.4129,5.3858,-6.8092,8.5866,0.5016,99.292,0
-55.4367,-38.7665,67.6467,26.8878,21.0702,17.0881,23.941,248.3601,1
-69.5406,-11.1274,70.4253,2.3382,0.3623,7.5519,5.2113,3.1663,0
-22.9261,-29.9259,37.6984,14.4784,3.9361,12.296,26.2134,17.964,0
-8.0818,-16.8986,18.7318,-2.2465,15.1268,18.1289,20.8227,314.4148,0
-6.8981,20.4276,21.5609,10.4061,-52.7484,29.7227,24.3431,192.1509,1
-6.1952,77.7357,77.9822,1.5786,-19.3148,8.6977,19.7732,285.3542,0
31.8256,-6.0495,32.3955,-8.8869,12.1521,7.6121,16.7734,63.8261,0
-12.0658,52.5228,53.8909,-14.8447,-17.715,11.0399,12.3344,162.8082,0
8.6902,-30.668,31.8754,-10.4092,-4.4395,2.8749,10.7219,94.4991,0
-46.5795,27.4043,54.043,19.5374,17.3951,25.8003,19.9319,68.3987,0
-22.3137,-84.4897,87.3866,-9.5246,-21.2045,8.1555,22.3742,85.7935,0
-21.752,-46.1659,51.0337,-3.3453,-25.5014,1.9434,24.1489,142.6003,0
96.8928,-39.7473,104.7285,-31.554,-4.3984,14.4781,18.491,149.9515,0
34.5192,19.569,39.6803,-15.6499,33.2394,9.1002,27.7339,170.4632,0
-25.2397,17.2301,30.5601,19.6172,19.4708,18.2744,9.5612,194.3288,0
-62.3212,90.3562,109.7642,17.2967,1.1091,11.9506,26.568,30.2984,0
-1.9395,-32.0316,32.0902,29.0318,-8.0435,13.218,25.8239,95.5441,0
-31.4097,-26.5742,41.1432,-13.384,-20.5965,26.9831,3.654,45.5493,0
72.1086,-75.486,104.3925,34.3899,-5.4884,23.3945,19.2315,109.181,0
-18.1642,-41.5288,45.3275,-13.7276,-27.8676,24.8005,6.3178,188.3202,0
-32.2212,-71.0125,77.9807,-1.8989,-0.8192,12.8649,11.5137,7.3759,0
1.6843,31.84,31.8846,5.1707,11.4801,16.5018,8.6377,48.6358,0
7.4016,79.4299,79.774,-26.0428,4.1082,20.5547,7.3166,136.7491,0
14.943,-62.8035,64.5567,-4.822,-22.9705,20.7519,2.7657,191.1815,0
19.9538,62.6909,65.7898,12.4546,-13.997,23.6706,9.181,47.5151,0
29.4583,6.9534,30.2678,16.5006,-15.8479,13.9749,19.522,84.428,0
-50.6382,34.7779,61.4307,0.0147,15.4935,6.3586,9.56,207.1038,0
-12.1296,88.5453,89.3722,15.794,43.4028,28.6315,28.3978,108.1685,0
-25.7354,-3.7193,26.0027,-13.7581,4.9199,14.0178,0.8109,135.9264,0
20.2767,41.9009,46.5492,-8.1445,12.7307,3.6148,12.8961,121.7236,0
40.4418,-22.1135,46.0927,9.1669,-21.9578,25.7011,2.1265,25.2151,0
20.957,26.5898,33.8558,10.0469,-24.7411,17.0272,18.4474,262.4239,0
-29.8441,-0.8351,29.8557,-11.2291,10.8813,18.8245,13.5166,54.9063,0
42.7837,-42.5275,60.3244,-7.3711,7.7776,12.1781,3.0091,54.5237,0
-3.6809,31.3773,31.5925,-6.3717,7.8942,10.0889,0.1222,243.0555,0
-23.3971,-37.1081,43.8683,-5.915,-20.4827,12.0782,9.3628,192.2968,0
44.0165,44.342,62.4793,-10.8289,7.3729,26.0818,14.7507,19.2977,0
66.0008,-25.0185,70.5835,-20.2783,2.7976,21.4044,6.7429,72.9616,0
-43.3299,-35.5796,56.0659,32.0129,16.5805,23.9949,13.7361,215.7024,0
35.7496,23.3817,42.717,3.9676,25.7455,5.0137,27.7918,64.7328,0
46.9599,14.4605,49.1359,-10.1629,-25.1495,20.8457,7.0896,211.8851,0
-12.9807,-11.7307,17.4959,-25.3567,6.158,19.8711,22.0748,76.737,0
-4.0417,-28.9325,29.2134,-3.5668,-9.7022,16.9079,11.8329,322.8753,0
-39.6975,67.3765,78.2016,-13.9741,10.2821,18.2959,10.6016,67.8701,0
3.5741,-1.5383,3.8911,3.329,-31.4318,22.9296,9.0763,159.9051,0
3.7325,52.4408,52.5735,23.2097,-24.0695,14.7395,18.7248,184.6655,0
53.3695,-22.3487,57.8599,-26.7668,18.2149,29.6214,18.8705,80.4604,0
-20.9587,22.7725,30.9492,-21.3461,-18.0756,27.0579,1.0432,209.425,0
-11.6625,-4.9472,12.6684,-11.99,2.5951,14.3435,3.6876,49.4025,0
-75.9727,-19.2303,78.3687,22.7491,12.1387,22.5288,6.5025,113.1192,0
-44.3008,8.8899,45.1839,-4.2258,40.2306,21.4321,19.1331,171.4217,0
-41.7926,-37.2127,55.959,-2.3648,-9.3487,9.1987,1.4327,103.8791,0
40.4743,21.7739,45.9595,14.5299,-11.555,19.1183,0.9109,51.4534,0
-11.1108,29.5178,31.5397,1.9509,8.9535,2.1305,7.0338,181.7275,0
87.1793,0.3102,87.1799,-0.8033,-6.8205,13.005,15.3322,26.4516,0
20.0248,1.6213,20.0904,-43.6547,0.1158,26.1332,21.1132,134.7604,1
-20.3648,-3.7584,20.7087,-30.8456,-31.9143,29.9612,20.7152,238.7919,0
